"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"<U+0B95><U+0BBE><U+0BAF><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0B95><U+0BC1><U+0BA3><U+0BAE><U+0BBE><U+0B95> <U+0B95><U+0BBE><U+0BB2><U+0BAE><U+0BCD> <U+0B95><U+0BBE><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BC1>!
<U+0B95><U+0BA9><U+0BB5><U+0BC1><U+0B95><U+0BB3><U+0BCD> <U+0BA8><U+0BBF><U+0BA9><U+0BC8><U+0BB5><U+0BBE><U+0B95> <U+0B95><U+0BBE><U+0BAF><U+0BAE><U+0BCD> <U+0BAA><U+0BCA><U+0BB1><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BC1>! <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

#Bharathiyar #MahakaviBharathiyar",FALSE,0,NA,2017-12-11 06:11:55,FALSE,NA,"940101821451853824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","praveentalks",0,FALSE,FALSE,NA,NA
"RT @Subbuscribe: #Bharathiyar #TamilNadu Nation celebrate birthday of popular nationalist poet Chinnaswami subramanya Bharatiya (popularly…",FALSE,0,NA,2017-12-11 06:11:52,FALSE,NA,"940101811763003392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmlog",12,TRUE,FALSE,NA,NA
"RT @simbhuforever: <ed><U+00A0><U+00BC><ed><U+00BE><U+0089>Happy Birthday to our National Poet Shri.Subramanya #Bharathiyar <ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/WGH27fVTdL",FALSE,0,NA,2017-12-11 06:11:48,FALSE,NA,"940101794612445184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweettotamil",45,TRUE,FALSE,NA,NA
"My blog page https://t.co/5FTSRhFOBm

#MondayMotivation #HappyBirthdayDilipKumar #NZvWI #<U+0917><U+0941><U+091C><U+0930><U+093E><U+0924>_vs_<U+092D><U+093E><U+091C><U+092A><U+093E>_<U+0915><U+093E>_<U+0905><U+0939><U+0902><U+0915><U+093E><U+0930>… https://t.co/8vS4ekEdmx",FALSE,0,NA,2017-12-11 06:11:47,TRUE,NA,"940101789583421441",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","trapti2380",0,FALSE,FALSE,NA,NA
"<U+0BAA><U+0BBE><U+0BB0><U+0BA4> <U+0BA4><U+0BC7><U+0B9A> <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> <U+0BB5><U+0BBF><U+0B9F><U+0BC1><U+0BA4><U+0BB2><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BC1> ! <U+0BAE><U+0B95><U+0BCD><U+0B95><U+0BB3><U+0BC8> <U+0BA4><U+0BA9><U+0BCD> <U+0B95><U+0BB5><U+0BBF><U+0BA4><U+0BC8><U+0B95><U+0BB3><U+0BCD> <U+0B95><U+0BCA><U+0BA3><U+0BCD><U+0B9F><U+0BC1> <U+0BB5><U+0BC0><U+0BB0> <U+0B8E><U+0BB4><U+0BC1><U+0BB0><U+0BCD><U+0B9A><U+0BCD><U+0B9A><U+0BBF> ! <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BA4> <U+0BAE><U+0B95><U+0BBE><U+0BA9><U+0BCD> <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> <U+0BAE><U+0B95><U+0BBE><U+0B95><U+0BB5><U+0BBF> #Bharathiyar <U+0BAA><U+0BBF><U+0BB1><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BBF><U+0BA9><U+0BAE><U+0BCD>… https://t.co/TkEVEZGCbK",FALSE,0,NA,2017-12-11 06:11:44,TRUE,NA,"940101778829221888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iam_Praveen1995",0,FALSE,FALSE,NA,NA
"RT @veeratalks: <U+0B95><U+0B9F><U+0BA8><U+0BCD><U+0BA4> <U+0B95><U+0BBE><U+0BB2><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0BA8><U+0B9F><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BC8> <U+0B8E><U+0BA3><U+0BCD><U+0BA3><U+0BBF> <U+0BAA><U+0BAF><U+0BA9><U+0BBF><U+0BB2><U+0BCD><U+0BB2><U+0BC8>. <U+0B87><U+0BA9><U+0BBF> <U+0BA8><U+0B9F><U+0B95><U+0BCD><U+0B95> <U+0B87><U+0BB0><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BA4><U+0BC8> <U+0B9A><U+0BBF><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BA4><U+0BCD><U+0BA4><U+0BC1> <U+0B9A><U+0BC6><U+0BAF><U+0BB2><U+0BCD><U+0BAA><U+0B9F><U+0BC1><U+0BAA><U+0BB5><U+0BA9><U+0BC7> <U+0BAA><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0B9A><U+0BBE><U+0BB2><U+0BBF>.

#Bharathiyar",FALSE,0,NA,2017-12-11 06:11:33,FALSE,NA,"940101729743355906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gamunu_keda",2,TRUE,FALSE,NA,NA
"RT @anandhakumar101: <U+0BAF><U+0BBE><U+0BAE><U+0BB1><U+0BBF><U+0BA8><U+0BCD><U+0BA4> <U+0BAE><U+0BCA><U+0BB4><U+0BBF><U+0B95><U+0BB3><U+0BBF><U+0BB2><U+0BC7> #_<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BCD>_<U+0BAE><U+0BCA><U+0BB4><U+0BBF> <U+0BAA><U+0BCB><U+0BB2><U+0BCD> 
<U+0B87><U+0BA9><U+0BBF><U+0BA4><U+0BBE><U+0BB5><U+0BA4><U+0BC1> <U+0B8E><U+0B99><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0B95><U+0BBE><U+0BA3><U+0BCB><U+0BAE><U+0BCD>.!

#Bharathiyar https://t.co/N1wkfvbmYX",FALSE,0,NA,2017-12-11 06:11:09,FALSE,NA,"940101628593545216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmlog",2,TRUE,FALSE,NA,NA
"Hello Friends i am palakdeshmukh friends https://t.co/9VKuFJCG7B #MondayMotivation #HappyBirthdayDilipKumar #NZvWI… https://t.co/5rHcc7xHfa",FALSE,0,NA,2017-12-11 06:11:01,TRUE,NA,"940101598524579840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","palakdeshmukh11",0,FALSE,FALSE,NA,NA
"RT @anandhakumar101: <U+0BAF><U+0BBE><U+0BAE><U+0BB1><U+0BBF><U+0BA8><U+0BCD><U+0BA4> <U+0BAE><U+0BCA><U+0BB4><U+0BBF><U+0B95><U+0BB3><U+0BBF><U+0BB2><U+0BC7> #_<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BCD>_<U+0BAE><U+0BCA><U+0BB4><U+0BBF> <U+0BAA><U+0BCB><U+0BB2><U+0BCD> 
<U+0B87><U+0BA9><U+0BBF><U+0BA4><U+0BBE><U+0BB5><U+0BA4><U+0BC1> <U+0B8E><U+0B99><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0B95><U+0BBE><U+0BA3><U+0BCB><U+0BAE><U+0BCD>.!

#Bharathiyar https://t.co/N1wkfvbmYX",FALSE,0,NA,2017-12-11 06:10:58,FALSE,NA,"940101584318431232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tweet_KarthiiK",2,TRUE,FALSE,NA,NA
"#Bharathiyar ...<U+0BAA><U+0BBE><U+0BB0><U+0BCD> <U+0BAE><U+0BC0><U+0BA4><U+0BC1> <U+0BA8><U+0BBE><U+0BA9><U+0BCD> <U+0B9A><U+0BBE><U+0B95><U+0BBE><U+0BA4><U+0BBF><U+0BB0><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BC7><U+0BA9><U+0BCD>...<U+0BAA><U+0BBE><U+0BB0><U+0BC0><U+0BB0><U+0BCD>... https://t.co/CKcxQdzfGI",FALSE,0,NA,2017-12-11 06:10:55,FALSE,NA,"940101571676798976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vijaybossboss",0,FALSE,FALSE,NA,NA
"RT @veeratalks: <U+0B95><U+0B9F><U+0BA8><U+0BCD><U+0BA4> <U+0B95><U+0BBE><U+0BB2><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0BA8><U+0B9F><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BC8> <U+0B8E><U+0BA3><U+0BCD><U+0BA3><U+0BBF> <U+0BAA><U+0BAF><U+0BA9><U+0BBF><U+0BB2><U+0BCD><U+0BB2><U+0BC8>. <U+0B87><U+0BA9><U+0BBF> <U+0BA8><U+0B9F><U+0B95><U+0BCD><U+0B95> <U+0B87><U+0BB0><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BA4><U+0BC8> <U+0B9A><U+0BBF><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BA4><U+0BCD><U+0BA4><U+0BC1> <U+0B9A><U+0BC6><U+0BAF><U+0BB2><U+0BCD><U+0BAA><U+0B9F><U+0BC1><U+0BAA><U+0BB5><U+0BA9><U+0BC7> <U+0BAA><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0B9A><U+0BBE><U+0BB2><U+0BBF>.

#Bharathiyar",FALSE,0,NA,2017-12-11 06:10:36,FALSE,NA,"940101492555395074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iam_susi",2,TRUE,FALSE,NA,NA
"RT @Ragunanthen: #Bharathiyar #HBDBharathi
<U+0BAA><U+0BBE><U+0BB0><U+0BA4><U+0BBF><U+0BAF> <U+0BAA><U+0B9F><U+0BBF><U+0B9A><U+0BCD><U+0B9A><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BC1><U+0B9F><U+0BCD><U+0B9F><U+0BBE>..<U+0BAA><U+0BC6><U+0BA3><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BB5><U+0BC0><U+0BB0><U+0BAE><U+0BCD> <U+0BB5><U+0BB0><U+0BC1><U+0BAE><U+0BCD><ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#Villu intro #Kabilan lyrics  @actorvijay @PDd…",FALSE,0,NA,2017-12-11 06:10:31,FALSE,NA,"940101469138690048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raina3_Dhoni7",6,TRUE,FALSE,NA,NA
"<U+0B95><U+0B9F><U+0BA8><U+0BCD><U+0BA4> <U+0B95><U+0BBE><U+0BB2><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0BA8><U+0B9F><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BC8> <U+0B8E><U+0BA3><U+0BCD><U+0BA3><U+0BBF> <U+0BAA><U+0BAF><U+0BA9><U+0BBF><U+0BB2><U+0BCD><U+0BB2><U+0BC8>. <U+0B87><U+0BA9><U+0BBF> <U+0BA8><U+0B9F><U+0B95><U+0BCD><U+0B95> <U+0B87><U+0BB0><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BA4><U+0BC8> <U+0B9A><U+0BBF><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BA4><U+0BCD><U+0BA4><U+0BC1> <U+0B9A><U+0BC6><U+0BAF><U+0BB2><U+0BCD><U+0BAA><U+0B9F><U+0BC1><U+0BAA><U+0BB5><U+0BA9><U+0BC7> <U+0BAA><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0B9A><U+0BBE><U+0BB2><U+0BBF>.

#Bharathiyar",FALSE,1,NA,2017-12-11 06:10:26,FALSE,NA,"940101447705751554",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","veeratalks",2,FALSE,FALSE,NA,NA
"RT @nakkheeranweb: <U+0BAE><U+0B95><U+0BBE><U+0B95><U+0BB5><U+0BBF> <U+0B9A><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BBF><U+0BB0><U+0BAE><U+0BA3><U+0BBF><U+0BAF> <U+0BAA><U+0BBE><U+0BB0><U+0BA4><U+0BBF><U+0BAF><U+0BBE><U+0BB0><U+0BBF><U+0BA9><U+0BCD> <U+0BAA><U+0BBF><U+0BB1><U+0BA8><U+0BCD><U+0BA4><U+0BA8><U+0BBE><U+0BB3><U+0BCD>
#Bharathiyar https://t.co/Fq3Ur9JyzI",FALSE,0,NA,2017-12-11 06:10:23,FALSE,NA,"940101437131931649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RAJESHRAKESHA",5,TRUE,FALSE,NA,NA
"<U+0BAE><U+0B95><U+0BBE><U+0B95><U+0BB5><U+0BBF> <U+0BAA><U+0BBE><U+0BB0><U+0BA4><U+0BBF><U+0BAF><U+0BBE><U+0BB0><U+0BBF><U+0BA9><U+0BCD> <U+0BAA><U+0BBF><U+0BB1><U+0BA8><U+0BCD><U+0BA4> <U+0BA4><U+0BBF><U+0BA9><U+0BAE><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0BB1><U+0BC1>, 
  <U+270C>  <U+0B89><U+0BA3><U+0BB0><U+0BCD><U+0B9A><U+0BCD><U+0B9A><U+0BBF> <U+0BAA><U+0BCA><U+0BA4><U+0BBF><U+0BA8><U+0BCD><U+0BA4> <U+0B89><U+0BAE><U+0BCD> <U+0B95><U+0BB5><U+0BBF><U+0BA4><U+0BC8><U+0B95><U+0BB3><U+0BCD> , 
  <U+270C><U+0B8E><U+0BB4><U+0BC1><U+0B9A><U+0BCD><U+0B9A><U+0BBF> <U+0BAE><U+0BBF><U+0B95><U+0BCD><U+0B95> <U+0BAE><U+0BA9><U+0BBF><U+0BA4><U+0BA9><U+0BC8> <U+0B89><U+0BB0><U+0BC1><U+0BB5><U+0BBE><U+0B95><U+0BCD><U+0B95> <U+0B85><U+0BB5><U+0BB0><U+0BCD>… https://t.co/aPqxAML5Mj",FALSE,0,NA,2017-12-11 06:10:02,TRUE,NA,"940101349038964736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AjinkyaRahane27",0,FALSE,FALSE,NA,NA
"RT @manikan80828082: Happy birthday mahakavi BHARATHI   I like  bharathi #BHARATHIYAR @Actor_Vivek @ikamalhaasan @hiphoptamizha https://t.c…",FALSE,0,NA,2017-12-11 06:09:46,FALSE,NA,"940101282634665984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrabhuSweetguy",24,TRUE,FALSE,NA,NA
"<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> old but perfect day to remember this meme

Happie bday maha kaaaaavi bharathi 

#Bharathiyar https://t.co/snxPoltPpg",FALSE,0,NA,2017-12-11 06:09:26,FALSE,NA,"940101196034883585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iam_dark_",0,FALSE,FALSE,NA,NA
"RT @vijayanethran: https://t.co/8lyFPdWIfi
#Bharathiyar #KanyakumariProtest  #SaveOurFishermen https://t.co/AoLc9ZC37b",FALSE,0,NA,2017-12-11 06:09:16,FALSE,NA,"940101155245273090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RockSanjai",1,TRUE,FALSE,NA,NA
"<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BBE><U+0BB2><U+0BC7> <U+0B92><U+0BA3><U+0BCD><U+0BA3><U+0BBE><U+0BA9><U+0BCB><U+0BAE><U+0BCD>
<U+0BAE><U+0BBE><U+0BB1><U+0BBE><U+0BA4><U+0BC1> <U+0B8E><U+0BA8><U+0BCD><U+0BA8><U+0BBE><U+0BB3><U+0BC1><U+0BAE><U+0BCD>.<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>    #Bharathiyar https://t.co/W0SA8suDRV",FALSE,0,NA,2017-12-11 06:09:13,FALSE,NA,"940101144218443776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gandhi_offcl",0,FALSE,FALSE,NA,NA
"<U+0BAA><U+0BBE><U+0BAE><U+0BB0><U+0B95><U+0BCD><U+0B95><U+0BB5><U+0BBF>, <U+0BAA><U+0BB0><U+0BBE><U+0B9A><U+0B95><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0BBF><U+0B9F><U+0BAE><U+0BCD> <U+0BB5><U+0BC7><U+0BA3><U+0BCD><U+0B9F><U+0BBF><U+0BAF><U+0BB5><U+0BC8> <U+0B8F><U+0BB0><U+0BBE><U+0BB3><U+0BAE><U+0BCD>. <U+0B85><U+0BB5><U+0BB3><U+0BCD> <U+0B85><U+0BB3><U+0BBF><U+0BA4><U+0BCD><U+0BA4> <U+0B9E><U+0BBE><U+0BA9><U+0BAE><U+0BCD> <U+0BA4><U+0BBE><U+0BB0><U+0BBE><U+0BB3><U+0BAE><U+0BCD>.

<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC7> <U+0BA4><U+0BBF><U+0BB2><U+0B95><U+0BAE><U+0BBE><U+0B95> <U+0BA4><U+0BBF><U+0B95><U+0BB4><U+0BCD><U+0BA8><U+0BCD><U+0BA4> <U+0BA4><U+0BA9><U+0BAF><U+0BA9><U+0BCD>, <U+0B87><U+0BA9><U+0BCD><U+0BB1><U+0BC1> <U+0BAA><U+0BCA><U+0B9F><U+0BCD>… https://t.co/uKQUmjQC0p",FALSE,0,NA,2017-12-11 06:09:13,TRUE,NA,"940101141618028545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mrtamilan",0,FALSE,FALSE,NA,NA
"RT @aswinezuan: <U+0B95><U+0BBE><U+0BAF><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0B95><U+0BC1><U+0BA3><U+0BAE><U+0BBE><U+0B95> <U+0B95><U+0BBE><U+0BB2><U+0BAE><U+0BCD> <U+0B95><U+0BBE><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BC1>!
<U+0B95><U+0BA9><U+0BB5><U+0BC1><U+0B95><U+0BB3><U+0BCD> <U+0BA8><U+0BBF><U+0BA9><U+0BC8><U+0BB5><U+0BBE><U+0B95> <U+0B95><U+0BBE><U+0BAF><U+0BAE><U+0BCD> <U+0BAA><U+0BCA><U+0BB1><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BC1>! <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

#Bharathiyar #MahakaviBharathiyar https://t.co/MNXKFYM…",FALSE,0,NA,2017-12-11 06:09:07,FALSE,NA,"940101116796137473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmlog",1,TRUE,FALSE,NA,NA
"RT @just4_Vik: REMEMBERING THE POETIC LEGEND BHARATHIYAR on his 135th Birth Anniversary <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
#Bharathiyar #Dec11 https://t.co/kI6oOGu5LW",FALSE,0,NA,2017-12-11 06:07:57,FALSE,NA,"940100823501062144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmlog",1,TRUE,FALSE,NA,NA
"Happy birthday #bharathiyar https://t.co/ARDFmipnlN",FALSE,0,NA,2017-12-11 06:07:46,FALSE,NA,"940100780018647040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iam_dark_",0,FALSE,FALSE,NA,NA
"<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BCD> <U+0BAA><U+0B9F><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BBF><U+0BB2><U+0BCD> #<U+0BAA><U+0BBE><U+0BB0><U+0BA4><U+0BBF><U+0BAF><U+0BBE><U+0BB0><U+0BCD> <U+0B95><U+0BB5><U+0BBF><U+0BA4><U+0BC8><U+0B95><U+0BB3><U+0BC8> <U+0BAE><U+0BC1><U+0B9F><U+0BBF><U+0BA8><U+0BCD><U+0BA4><U+0BB5><U+0BB0><U+0BC8> <U+0B89><U+0BB2><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB1><U+0BCD><U+0B95><U+0BC1> <U+0BAA><U+0BB0><U+0BAA><U+0BCD><U+0BAA><U+0BBF><U+0BAF><U+0BA4><U+0BBF><U+0BB2><U+0BCD> #<U+0B95><U+0BAE><U+0BB2><U+0BCD><U+0BB9><U+0BBE><U+0B9A><U+0BA9><U+0BCD> <U+0B85><U+0BB5><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BAE><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BBF><U+0BAF> <U+0BAA><U+0B99><U+0BCD><U+0B95><U+0BC1> <U+0B89><U+0BA3><U+0BCD><U+0B9F><U+0BC1>.… https://t.co/MnpLwaMO6G",FALSE,1,NA,2017-12-11 06:06:48,TRUE,NA,"940100534253453312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ibalamurugan72",0,FALSE,FALSE,NA,NA
"RT @veeratalks: <U+0BAA><U+0BC6><U+0BA3><U+0BCD><U+0B95><U+0BB3><U+0BBF><U+0BA9><U+0BCD> <U+0BAA><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BC1> <U+0B87><U+0BB2><U+0BCD><U+0BB2><U+0BBE><U+0BAE><U+0BB2><U+0BCD> <U+0BB5><U+0BC0><U+0B9F><U+0BCD><U+0B9F><U+0BBF><U+0BB2><U+0BCD> <U+0BA8><U+0BB2><U+0BCD><U+0BB2> <U+0BB5><U+0BB3><U+0BB0><U+0BCD><U+0B9A><U+0BCD><U+0B9A><U+0BBF><U+0BAF><U+0BCB>, <U+0BAE><U+0BBE><U+0BB1><U+0BCD><U+0BB1><U+0BAE><U+0BCB> <U+0B89><U+0BA3><U+0BCD><U+0B9F><U+0BBE><U+0B95><U+0BBE><U+0BA4><U+0BC1>.

#Bharathiyar",FALSE,0,NA,2017-12-11 06:06:13,FALSE,NA,"940100387553423362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vijay_macha",6,TRUE,FALSE,NA,NA
"<U+0B85><U+0B9F><U+0BBF><U+0BAE><U+0BC8>, <U+0BB5><U+0BB1><U+0BC1><U+0BAE><U+0BC8><U+0BAF><U+0BC8> <U+0BAA><U+0BBF><U+0BB0><U+0BA4><U+0BBF><U+0BAA><U+0BB2><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0BB5><U+0B95><U+0BC8><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0B95><U+0BA8><U+0BCD><U+0BA4><U+0BB2><U+0BCD> <U+0B86><U+0B9F><U+0BC8><U+0BAF><U+0BC1><U+0B9F><U+0BA9><U+0BCD> <U+0BAA><U+0BBE><U+0BB0><U+0BA4> <U+0BAE><U+0BBE><U+0BA4><U+0BBE><U+0BB5><U+0BC8> <U+0B93><U+0BB5><U+0BBF><U+0BAF><U+0BB0><U+0BCD> <U+0BB5><U+0BB0><U+0BC8><U+0BAF> ""<U+0B92><U+0BAF><U+0BCD>, <U+0BAA><U+0BBE><U+0BB0><U+0BA4> <U+0BAE><U+0BBE><U+0BA4><U+0BBE> <U+0BAE><U+0BC7><U+0BA9><U+0BCD><U+0BAE><U+0BC8><U+0B95><U+0BB3><U+0BCD> <U+0B95><U+0BCA><U+0BA3><U+0BCD><U+0B9F><U+0BB5><U+0BB3><U+0BCD>,… https://t.co/gwwAuIm3jK",FALSE,0,NA,2017-12-11 06:06:12,TRUE,NA,"940100382658740224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sivaram1979",0,FALSE,FALSE,NA,NA
"RT @sunnewstamil: <U+0BAE><U+0BC1><U+0BA3><U+0BCD><U+0B9F><U+0BBE><U+0B9A><U+0BC1> <U+0B95><U+0BB5><U+0BBF><U+0B9E><U+0BB0><U+0BBF><U+0BA9><U+0BCD> <U+0BAA><U+0BBF><U+0BB1><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BBF><U+0BA9><U+0BAE><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0BB1><U+0BC1> ! 
#Decemeber11 #MahakaviBharathiyar #Bharathiyar @sunnewstamil https://t.co/brNmyJFw…",FALSE,0,NA,2017-12-11 06:06:06,FALSE,NA,"940100357920768000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sundarhari19942",39,TRUE,FALSE,NA,NA
"#lakshmishortfilm <U+0B85><U+0BAA><U+0BCD><U+0BAA><U+0BB1><U+0BAE><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0BB1><U+0BC1> <U+0BA4><U+0BBE><U+0BA9><U+0BCD> <U+0BAA><U+0BBE><U+0BB0><U+0BA4><U+0BBF><U+0BAF><U+0BC8> <U+0BA8><U+0BBF><U+0BB1><U+0BC8><U+0BAF> <U+0BAA><U+0BC7><U+0BB0><U+0BCD> <U+0BA8><U+0BBF><U+0BA9><U+0BC8><U+0BB5><U+0BC1> <U+0B95><U+0BC2><U+0BB1><U+0BC1><U+0B95><U+0BBF><U+0BB1><U+0BBE><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BCD>. #Bharathiyar #HBDBharathiyar #<U+0B95><U+0BC1><U+0BAE><U+0BCD><U+0BAE><U+0BBF><U+0BAF><U+0B9F><U+0BBF>",FALSE,0,NA,2017-12-11 06:05:57,FALSE,NA,"940100319471529985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pssomas",0,FALSE,FALSE,NA,NA
"HBD #Bharathiyar <U+263A>
#Tamizhan proud <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>",FALSE,0,NA,2017-12-11 06:05:52,FALSE,NA,"940100300676857857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaushikkofi75",0,FALSE,FALSE,NA,NA
"#Bharathiyar fav quotes<U+2764> https://t.co/ssZXX6wbp3",FALSE,0,NA,2017-12-11 06:05:16,FALSE,NA,"940100149426061312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrollLegends_",0,FALSE,FALSE,NA,NA
